title,abstract,URLs,venue,date
Malicious Data Traceability and Throughput Optimization Using Blockchain (IOTA Smart Contracts) for Next Generation Internet of Vehicles,"The Internet of Vehicles (IoV) faces security threats from malicious entities that endanger vehicles. However, traditional centralized networks have limitations in scalability, latency, and security. Decentralized blockchain architectures provide an alternative, though conventional blockchains also have restrictions. We develop an architecture based on IOTA's Directed Acyclic Graph (DAG) ledger tailored to IoV needs to enhance traceability, throughput, and security. The goal is to leverage IOTA's decentralized, high throughput, low latency design to overcome limitations in existing IoV networks. We propose an IOTA-based model using smart contracts for malicious data/user tracing and timing side-channels for attack detection. We adaptively schedule data to optimize throughput based on traffic conditions. Our simulations compare throughput, latency, and attack detection across varied scenarios. Our results demonstrate that the architecture enables automated security via decentralized consensus, avoiding centralized failures. The smart contracts facilitate real-time threat tracing and mitigation. Timing analysis reveals IOTA's ability to identify attacks through latency fluctuations. Optimized data transfer scheduling adapts to congestion levels. Overall, integrating reputation systems, smart contracts, and IOTA's innovations significantly improves security, efficiency, and scalability compared to centralized and blockchain IoV networks. This work advances IoV security by outlining a comprehensive blockchain solution leveraging IOTA's unique capabilities. The decentralized mechanisms enhance traceability and trust while optimizing performance tailored to vehicular demands. This establishes a foundation for reliable and safe autonomous driving through innovations in distributed ledger technology.",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85201297321&origin=inward,IEEE Transactions on Vehicular Technology,2024-01-01
Area Surveillance With Low Detection Probability Using UAV Swarms,"Unmanned aerial vehicles (UAVs) deployed as a swarm can offer a flexible and cost-efficient solution for surveillance missions in large-scale adversarial environments. UAV swarms possess superior real-time surveillance capabilities in detecting time-sensitive targets with speed and security, surpassing alternative techniques such as satellites and ground-based sensors. However, the area surveillance problem in adversarial scenarios using UAV swarms necessitates careful consideration of factors such as swarm positioning, flight attitudes, antenna directionality, the threat posed by adversary detection systems (ADSs), and swarm network topology. To address this challenge, we propose the Integrated Low Detection Probability (ILDP) deployment method for UAV swarms, which incorporates the Danger Avoidance Distributed Motion control algorithm (DADM) for swarm collaboration and the Low Detection Probability Topology Control algorithm (LDPTC) for swarm networking. The DADM algorithm facilitates swarm cooperation in achieving area coverage and evading ADSs by leveraging neighboring, environmental, and threat information in adversarial scenarios. Furthermore, the LDPTC algorithm establishes a topology optimization model that comprehensively considers swarm distribution and the impact of directional antenna sidelobes to reduce transmitting energy leakage on the ground. Our strategy significantly decreases the detection probability of UAV swarms by ADSs, ensuring the operational effectiveness of UAV swarms in dynamic adversarial scenarios. Extensive simulations validate the superiority of our proposed ILDP method, demonstrating considerably lower detection probabilities compared to other approaches in static and dynamic adversary environments across various swarm scales. Moreover, our method excels in real-time surveillance capabilities with lower computational complexity, freeing up computing resources for UAVs to fulfill additional tasks.",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=10267876,IEEE Transactions on Vehicular Technology,2024-01-01
Enhancing Dense Small Object Detection in UAV Images Based on Hybrid Transformer,"Transformer-based models have facilitated significant advances in object detection. However, their extensive computational consumption and suboptimal detection of dense small objects curtail their applicability in unmanned ae... | Find, read and cite all the research you need on Tech Science Press",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85189493234&origin=inward,"Computers, Materials and Continua",2024-01-01
Generating Pixel Enhancement for Road Extraction in High-Resolution Aerial Images,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85187271798&origin=inward,IEEE Transactions on Intelligent Vehicles,2024-01-01
Adversarial Label-Flipping Attack and Defense for Anomaly Detection in Spatial Crowdsourcing UAV Services,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85201749349&origin=inward,IEEE Transactions on Consumer Electronics,2024-01-01
Feedback Control for Distributed Ledgers: An Attack Mitigation Policy for DAG-Based DLTs,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85187325886&origin=inward,IEEE Transactions on Automatic Control,2024-01-01
Ethical Alignment Decision Making for Connected Autonomous Vehicle in Traffic Dilemmas via Reinforcement Learning From Human Feedback,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85201776116&origin=inward,IEEE Internet of Things Journal,2024-01-01
ESMU: Efficient and Secure High-Precision Map Upload and Update Scheme in Intelligent IoT System,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85187016023&origin=inward,IEEE Internet of Things Journal,2024-01-01
Robust Roadside Perception: an Automated Data Synthesis Pipeline Minimizing Human Annotation,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85186086113&origin=inward,IEEE Transactions on Intelligent Vehicles,2024-01-01
Turning Noises to Fingerprint-Free 'Credentials': Secure and Usable Drone Authentication,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85187320034&origin=inward,IEEE Transactions on Mobile Computing,2024-01-01
A Multiagent Deep Reinforcement Learning Autonomous Security Management Approach for Internet of Things,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85186101391&origin=inward,IEEE Internet of Things Journal,2024-01-01
Dynamic Event-Triggered Resilient Heading Control for Unmanned Surface Vehicle With Encrypted Data,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85183992349&origin=inward,IEEE Transactions on Intelligent Vehicles,2024-01-01
Control Layer Security: Exploiting Unobservable Cooperative States of Autonomous Systems for Secret Key Generation,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85186997232&origin=inward,IEEE Transactions on Mobile Computing,2024-01-01
Research on Aerodynamic Test Validation and the Vector Force Control Method for an E-STOL Fan Wing Unmanned Aerial Vehicle,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85183413895&origin=inward,Aerospace,2024-01-01
